Clean Accuracy,96.71,Epoch,Train Loss,Train Acc,Test Loss,Test Acc
gaussian_noise,71.858,1,1.5162661590844468,0.27482,1.8296398920348929,0.3566
shot_noise,78.938,2,1.2635434734851807,0.40808,1.3656176675724079,0.5174
impulse_noise,88.532,3,1.1089883056443062,0.4878,1.1134364627584625,0.6023
defocus_blur,94.088,4,1.0130245411182608,0.53928,1.459375253206567,0.5514
glass_blur,80.708,5,0.9341315111845655,0.57572,1.0186541140833987,0.658
motion_blur,87.772,6,0.87231902713361,0.6061,0.9572963903221903,0.6851
zoom_blur,92.342,7,0.8329412460022265,0.62252,1.0550702251965487,0.6505
snow,91.222,8,0.783562716468216,0.64782,1.1285956147350842,0.6389
frost,87.98,9,0.7481147320679081,0.66452,0.7629456523853012,0.7479
fog,93.868,10,0.7227107626397896,0.6745,0.8806280848346179,0.7175
brightness,96.142,11,0.6988778757622175,0.68582,0.6707697650299796,0.784
contrast,94.242,12,0.6750499956748065,0.6983,0.5223422371133973,0.824
elastic_transform,91.466,13,0.6487029464653385,0.70926,0.5836775216120708,0.8103
pixelate,80.024,14,0.6320908684712236,0.7189,0.5574648685847656,0.8187
jpeg_compression,85.726,15,0.6224836418238442,0.72318,0.43675805779197546,0.8547
speckle_noise,80.582,16,0.6071038704241634,0.7289,0.4563352288324622,0.8481
gaussian_blur,93.15,17,0.5977109573076448,0.73178,0.5312984578217133,0.8241
spatter,93.816,18,0.5816845287142507,0.7391,0.4920174098467525,0.836
saturate,95.118,19,0.5644258355240688,0.7488,0.44683361732507054,0.85
Average,88.29336842105262,20,0.560600446160797,0.75054,0.48349351898024356,0.8448
,,21,0.5527358606953146,0.74964,0.49516353916518296,0.8378
,,22,0.5482770438541842,0.75498,0.45899167204204994,0.8492
,,23,0.5380591193733313,0.76056,0.4382606590095955,0.8576
,,24,0.534602549984632,0.76004,0.37366571833815754,0.8757
,,25,0.525641472900615,0.76538,0.3686405971080442,0.8816
,,26,0.5235555916643508,0.7674,0.38871484825128244,0.8722
,,27,0.5205228080225113,0.76728,0.479176908354216,0.846
,,28,0.5124318732325074,0.77014,0.3976464075378225,0.8657
,,29,0.5057479383238136,0.77456,0.40984589031225516,0.8649
,,30,0.5015569868142647,0.77612,0.32834220800218705,0.8906
,,31,0.4924262101997805,0.77966,0.4435677641554724,0.8575
,,32,0.49297978277401544,0.77932,0.4398898948219758,0.8567
,,33,0.488642295684351,0.78156,0.38005311900301825,0.8802
,,34,0.49093879732634405,0.78178,0.3919378300256367,0.8727
,,35,0.48526318016869335,0.78284,0.3677399777158906,0.8799
,,36,0.47639940995389546,0.78666,0.39047440358355073,0.8704
,,37,0.47151464841249957,0.79,0.3610871788821643,0.8813
,,38,0.47275026573244566,0.78934,0.3455485931680172,0.8867
,,39,0.472709914302582,0.78864,0.31604020014593875,0.8963
,,40,0.4692173753400593,0.79002,0.3640592507546461,0.8794
,,41,0.46835629790640243,0.79092,0.3550518692671498,0.8822
,,42,0.4703877719924273,0.78976,0.405176453386681,0.868
,,43,0.4599514724043629,0.79352,0.35640219061435024,0.8862
,,44,0.45303964066078595,0.79888,0.3394628702839719,0.8891
,,45,0.45380991049434827,0.79798,0.3526349192178702,0.8845
,,46,0.4531545016314367,0.79688,0.3059652088375031,0.9017
,,47,0.4564714064378568,0.79776,0.42364838191225557,0.8658
,,48,0.44854182523229846,0.7996,0.33719222511671765,0.8911
,,49,0.44682107610470806,0.80256,0.3188970939645284,0.8967
,,50,0.4453699922622622,0.80138,0.3331295892219,0.8917
,,51,0.4455353767060868,0.8007,0.324295722042458,0.8939
,,52,0.4413382010081845,0.80346,0.3402795487944084,0.8916
,,53,0.4417110207440603,0.80344,0.3532554216777222,0.884
,,54,0.4355856884470986,0.80518,0.3186474652795852,0.8963
,,55,0.42951988106798333,0.80754,0.3151573899048793,0.8975
,,56,0.4334383734961605,0.80646,0.3184591026245793,0.8992
,,57,0.4312026789578635,0.80684,0.32678107351441926,0.8942
,,58,0.43403070319034254,0.80498,0.34608568251132965,0.8899
,,59,0.42667998621225967,0.80852,0.3170262788292728,0.8952
,,60,0.4305879841070346,0.80738,0.29695329994340486,0.8996
,,61,0.4263523565533826,0.81048,0.3285435673933995,0.8944
,,62,0.42676726745827426,0.81212,0.32468510749219337,0.8952
,,63,0.4220431667307149,0.81092,0.37668084683297554,0.8774
,,64,0.4221671075009934,0.81238,0.30529857398588445,0.9012
,,65,0.4206049565006705,0.8128,0.2684634910731376,0.9147
,,66,0.4166289100714047,0.81424,0.5326844355728053,0.8481
,,67,0.4137704405943146,0.81416,0.2989608051278923,0.9091
,,68,0.41657984089058686,0.81396,0.26828628929355475,0.9129
,,69,0.41324917876811895,0.81678,0.2825332925289492,0.9057
,,70,0.41122596510840803,0.81686,0.29757963724528685,0.9003
,,71,0.40942340464238314,0.81682,0.2911445909663092,0.9054
,,72,0.40827219554073063,0.81844,0.31683217234249356,0.8995
,,73,0.410820726619657,0.81484,0.2862150793588614,0.9062
,,74,0.4059791242527535,0.81732,0.3290524917501437,0.8954
,,75,0.40336799674936574,0.82116,0.2826862748287901,0.9071
,,76,0.40085976229756687,0.82,0.37894014580340324,0.8782
,,77,0.4009725375248648,0.82074,0.31486579492876804,0.8982
,,78,0.3968124333626169,0.82252,0.29127372197712526,0.908
,,79,0.40290009792503495,0.8202,0.2954075711814663,0.902
,,80,0.39829883291898177,0.82206,0.30189849568318716,0.9014
,,81,0.4009594620036347,0.82122,0.2674987932926492,0.9142
,,82,0.3923829461226378,0.82662,0.26832623063009,0.91
,,83,0.3902353620742593,0.82658,0.2494082419744021,0.9198
,,84,0.3893146003832293,0.82566,0.3313739116810545,0.8977
,,85,0.38897940127745917,0.8274,0.2714260905226575,0.9125
,,86,0.39542167319361204,0.82328,0.24484778374810762,0.9211
,,87,0.39273805173156817,0.8248,0.2672103663222699,0.9176
,,88,0.388747047318522,0.82774,0.28382266529753236,0.9063
,,89,0.3867548096667775,0.82512,0.27266507642933085,0.9147
,,90,0.3863561305853412,0.8286,0.23675561762308772,0.9249
,,91,0.38674755470679545,0.82706,0.24851112803326378,0.9191
,,92,0.3854303650767602,0.82916,0.27093948112635674,0.9122
,,93,0.3841869842518321,0.82808,0.33136516517098946,0.9016
,,94,0.3815963929876342,0.83012,0.35107521844815603,0.8953
,,95,0.37950682952580855,0.83084,0.2854293936604186,0.9081
,,96,0.3784428666467252,0.82942,0.2728867049835905,0.9135
,,97,0.37725551685561304,0.83316,0.34234506306768975,0.8953
,,98,0.376101501305085,0.83236,0.25648885267444804,0.9187
,,99,0.38153564937584233,0.82816,0.2308914267186877,0.9243
,,100,0.37426613568497435,0.83372,0.2718949439593508,0.9103
,,101,0.3757473233791873,0.8312,0.24206550598521775,0.9234
,,102,0.3767651717757325,0.83224,0.29880379951452907,0.9068
,,103,0.37490263215416225,0.834,0.26971266428126567,0.9133
,,104,0.36814838910804076,0.83638,0.2511377482663227,0.9186
,,105,0.3678825066217681,0.83754,0.2604816869089875,0.9169
,,106,0.3635951449803989,0.83772,0.27219760465093806,0.914
,,107,0.3656854095590084,0.83486,0.2564063128791278,0.9159
,,108,0.36533248432152104,0.83652,0.2535095247852651,0.9244
,,109,0.36031948487319604,0.83854,0.24386521230770064,0.926
,,110,0.3624888860508609,0.83722,0.2556418857619732,0.9198
,,111,0.3579698074275575,0.84064,0.242686178205134,0.9239
,,112,0.3589707701026326,0.83928,0.23510960480080376,0.9259
,,113,0.3581770298730992,0.84036,0.24846099892371817,0.9217
,,114,0.35235532893396704,0.84174,0.2902100259744668,0.9101
,,115,0.3527392539603021,0.84232,0.21320396284513835,0.9325
,,116,0.3528016068975029,0.8422,0.28008998421174064,0.9142
,,117,0.3501898229427045,0.84384,0.22342038871366768,0.9283
,,118,0.3529850746816991,0.84292,0.24488993036218837,0.92
,,119,0.3531905028902356,0.84276,0.25939765157578865,0.9155
,,120,0.3534057872831974,0.84186,0.22238649663668644,0.9266
,,121,0.3483002779200254,0.84522,0.23965732541076745,0.9236
,,122,0.35101297593025294,0.8413,0.21273302890454668,0.9275
,,123,0.35193823338926905,0.84426,0.23627976101787784,0.9242
,,124,0.34664463684382035,0.84584,0.25646817665311356,0.9194
,,125,0.345682899894007,0.84628,0.24131177733593348,0.9236
,,126,0.34763087172185064,0.84378,0.21034340767920773,0.9345
,,127,0.34254182577895387,0.84738,0.23810918068018141,0.924
,,128,0.34343777821801813,0.84652,0.22184045329878602,0.9287
,,129,0.34454196291354,0.84636,0.19820190815231467,0.9388
,,130,0.34120950769737857,0.84836,0.22320652243834507,0.9308
,,131,0.3377992371692682,0.84824,0.2225782812773427,0.9298
,,132,0.33606502432804886,0.85086,0.22564382502172567,0.929
,,133,0.3336408273185915,0.85026,0.18716239193572273,0.9399
,,134,0.33622147630700067,0.84964,0.22447401756727242,0.9282
,,135,0.337216662400214,0.8492,0.2442975821374338,0.9244
