severity,accuracy,mean_poly_k,elapsed_time_poly_k
-0.0,1.0,1.0,0.0658113956451416
-0.032999999821186,1.0,0.9990199000106216,0.06952786445617676
-0.0659999996423721,0.998,0.9960796000424864,0.07292532920837402
-0.0989999994635582,1.0,0.9911791000955943,0.07119321823120117
-0.1319999992847442,0.998,0.9843184001699451,0.07623887062072754
-0.1649999916553497,1.0,0.9754975024783614,0.07435154914855957
-0.1979999989271164,0.998,0.9647164003823755,0.07803916931152344
-0.231000006198883,1.0,0.9519750974225046,0.07682371139526367
-0.2639999985694885,1.0,0.937273600679779,0.08123230934143066
-0.296999990940094,1.0,0.9206119048434259,0.07883071899414062
-0.3299999833106994,1.0,0.901990009913444,0.08286595344543457
-0.3630000054836273,1.0,0.8814078964169981,0.0816197395324707
-0.3959999978542328,1.0,0.858865601529503,0.08476018905639648
-0.4289999902248382,1.0,0.8343631075483801,0.08574533462524414
-0.4620000123977661,1.0,0.8079003896900174,0.08667564392089844
-0.4950000047683716,0.998,0.7794774957513809,0.0885474681854248
-0.527999997138977,1.0,0.7490944027191163,0.08893680572509766
-0.5609999895095825,0.996,0.7167511105932235,0.09003591537475586
-0.593999981880188,0.996,0.6824476193737026,0.09146428108215332
-0.6270000338554382,0.992,0.6461838617907513,0.09250307083129883
-0.6600000262260437,0.988,0.6079599688434596,0.09366941452026367
-0.6930000185966492,0.984,0.5677758768025394,0.09534978866577148
-0.7260000109672546,0.978,0.5256315856679914,0.0961446762084961
-0.7590000033378601,0.972,0.48152709543981564,0.09756922721862793
-0.7919999957084656,0.964,0.4354624061180114,0.09930133819580078
-0.824999988079071,0.936,0.38743751770257945,0.10050773620605469
-0.8580000400543213,0.934,0.33745233814010483,0.10106039047241211
-0.8910000324249268,0.912,0.2855070479969015,0.10259580612182617
-0.9240000247955322,0.904,0.2316015587600702,0.10377931594848633
-0.9570000171661376,0.874,0.175735870429611,0.10438752174377441
-0.9900000095367432,0.87,0.11790998300552365,0.1061849594116211
0.0,0.998,1.0,0.06759476661682129
0.032999999821186,0.998,0.9990199000106216,0.07145452499389648
0.0659999996423721,0.998,0.9960796000424864,0.0727376937866211
0.0989999994635582,1.0,0.9911791000955943,0.07357287406921387
0.1319999992847442,1.0,0.9843184001699451,0.07470822334289551
0.1649999916553497,1.0,0.9754975024783614,0.0758213996887207
0.1979999989271164,0.998,0.9647164003823755,0.07700490951538086
0.231000006198883,0.998,0.9519750974225046,0.0786590576171875
0.2639999985694885,1.0,0.937273600679779,0.07962465286254883
0.296999990940094,1.0,0.9206119048434259,0.08127331733703613
0.3299999833106994,0.998,0.901990009913444,0.08223080635070801
0.3630000054836273,0.998,0.8814078964169981,0.08432364463806152
0.3959999978542328,0.998,0.858865601529503,0.08449745178222656
0.4289999902248382,0.998,0.8343631075483801,0.08529114723205566
0.4620000123977661,0.998,0.8079003896900174,0.0871126651763916
0.4950000047683716,0.998,0.7794774957513809,0.08849453926086426
0.527999997138977,0.996,0.7490944027191163,0.08962559700012207
0.5609999895095825,0.996,0.7167511105932235,0.08963370323181152
0.593999981880188,0.998,0.6824476193737026,0.09162402153015137
0.6270000338554382,0.996,0.6461838617907513,0.09265756607055664
0.6600000262260437,0.998,0.6079599688434596,0.09407925605773926
0.6930000185966492,0.996,0.5677758768025394,0.09578490257263184
0.7260000109672546,0.998,0.5256315856679914,0.0962984561920166
0.7590000033378601,0.996,0.48152709543981564,0.09868454933166504
0.7919999957084656,0.996,0.4354624061180114,0.10068202018737793
0.824999988079071,0.996,0.38743751770257945,0.10050082206726074
0.8580000400543213,0.996,0.33745233814010483,0.10139799118041992
0.8910000324249268,0.996,0.2855070479969015,0.10228085517883301
0.9240000247955322,0.998,0.2316015587600702,0.10350418090820312
0.9570000171661376,0.998,0.175735870429611,0.10462093353271484
0.9900000095367432,0.996,0.11790998300552365,0.10618329048156738
