Clean Accuracy,96.64,Epoch,Train Loss,Train Acc,Test Loss,Test Acc
gaussian_noise,72.0,1,1.6982773609478454,0.27758,1.7554199499419973,0.3766
shot_noise,79.192,2,1.3805484771728516,0.42062,1.598490340800225,0.4702
impulse_noise,80.286,3,1.165082015649742,0.5148,1.4100303091580355,0.5373
defocus_blur,93.592,4,1.040633329040254,0.5667,1.441174090663089,0.5374
glass_blur,80.508,5,0.9441961659799756,0.6023,1.2785837665388855,0.5873
motion_blur,88.672,6,0.8694862535847422,0.6375,1.5036699183379547,0.5417
zoom_blur,92.462,7,0.8111275382663893,0.6581,0.7622420712362362,0.7431
snow,90.52,8,0.765061685191396,0.67746,1.03360858521884,0.673
frost,87.818,9,0.7279942040248295,0.69394,0.8342478863800629,0.7152
fog,93.17,10,0.6989086819121905,0.70528,0.6218758602685566,0.7896
brightness,95.95,11,0.6665381344078142,0.71678,0.5239881190318095,0.8234
contrast,93.29,12,0.6413778154289022,0.7287,0.5616657367989987,0.817
elastic_transform,91.418,13,0.6215205571383161,0.73654,0.5848384876794452,0.8129
pixelate,75.876,14,0.6057777863634212,0.74276,0.4812183093421067,0.834
jpeg_compression,84.408,15,0.5869854519434292,0.7484,0.47276743473131444,0.8424
speckle_noise,80.794,16,0.5726302838538919,0.75402,0.48259735711013213,0.8402
gaussian_blur,92.416,17,0.5625632265034843,0.75926,0.49996144032176537,0.8436
spatter,92.274,18,0.5502033124646872,0.76296,0.44374866613858865,0.8552
saturate,94.766,19,0.5351838064773004,0.77008,0.41734994815874704,0.8606
Average,87.33747368421054,20,0.5263429909868313,0.77296,0.4481072399435164,0.8565
,,21,0.5236174879628984,0.7725,0.46023530258408074,0.8562
,,22,0.5123897386938715,0.77986,0.5078275184842604,0.8355
,,23,0.5097969810828529,0.78126,0.5050443354286726,0.8379
,,24,0.5023996409247903,0.7829,0.40827340302588067,0.867
,,25,0.48750473516981313,0.7891,0.43456928243365467,0.8549
,,26,0.4844585731053901,0.78866,0.6352795256844049,0.8102
,,27,0.48039983651217294,0.78956,0.5567126413689384,0.8295
,,28,0.4726731366361194,0.79308,0.35444916181172,0.8781
,,29,0.46995750351635085,0.79558,0.37309338850311086,0.8799
,,30,0.4661822724525276,0.79798,0.42832184686690944,0.8576
,,31,0.4619125438010906,0.79806,0.3711004391123977,0.8747
,,32,0.4576047687884182,0.79866,0.37722612974009934,0.8771
,,33,0.45165619719058964,0.80338,0.3502816629560688,0.884
,,34,0.4447107339454124,0.80454,0.4084446394368063,0.8679
,,35,0.44379973403937983,0.8041,0.3845641694114178,0.8718
,,36,0.4444952399072135,0.80632,0.4095507833776595,0.87
,,37,0.4366979703421483,0.80966,0.2951748859656008,0.9016
,,38,0.434795548772568,0.80818,0.34841859001147596,0.8853
,,39,0.43114942365595144,0.81272,0.300536326215237,0.901
,,40,0.4269024627592862,0.8106,0.4004681432926202,0.8709
,,41,0.4243612670532578,0.8143,0.42813481673409665,0.8613
,,42,0.42698715356609707,0.8125,0.43492033945608743,0.8661
,,43,0.4204123368501053,0.81524,0.33190620384072955,0.8887
,,44,0.4177378246089077,0.81648,0.3134982003064095,0.8973
,,45,0.4143643032406907,0.81628,0.34980010260132294,0.8851
